"DOCTYPE","DOCENTRY","LINENUM","CARDCODE","SALESEMPLOYEE","COUNTRYCODE","POSTINGDATE","DUEDATE","DOCUMENTDATE","ITEMCODE","WAREHOUSECODE","QUANTITY","SALESAMOUNT","SALESAMOUNTSC","BASEAMOUNT","GROSSPROFIT","GROSSPROFITSC","PERIOD","PROJECT"
13,1048,3,"C00037",-1,"IN","2021-09-08 00:00:00.000000000","2021-11-01 00:00:00.000000000","2021-09-08 00:00:00.000000000","SER0032","CI01","176.000000","422400.000000","422400.000000","0.000000","422400.000000","422400.000000","FY202122-06","CR|PJ176"
13,1048,2,"C00037",-1,"IN","2021-09-08 00:00:00.000000000","2021-11-01 00:00:00.000000000","2021-09-08 00:00:00.000000000","SER0034","CI01","83.000000","199200.000000","199200.000000","0.000000","199200.000000","199200.000000","FY202122-06","CR|PJ176"
13,1048,0,"C00037",-1,"IN","2021-09-08 00:00:00.000000000","2021-11-01 00:00:00.000000000","2021-09-08 00:00:00.000000000","SER0032","CI01","140.000000","308000.000000","308000.000000","0.000000","308000.000000","308000.000000","FY202122-06","CR|PJ176"
13,1053,0,"C00006",13,"IN","2021-09-24 00:00:00.000000000","2021-12-31 00:00:00.000000000","2021-09-24 00:00:00.000000000","SER0032","CI01","44.000000","334880.040000","334880.040000","0.000000","334880.040000","334880.040000","FY202122-06","CR|PJ117"
13,1028,0,"C00037",12,"IN","2021-08-05 00:00:00.000000000","2021-08-31 00:00:00.000000000","2021-08-05 00:00:00.000000000","SER0034","CI01","176.000000","387200.000000","387200.000000","0.000000","387200.000000","387200.000000","FY202122-05","CR|PJ176"
13,1004,0,"C00037",12,"IN","2021-06-03 00:00:00.000000000","2021-07-03 00:00:00.000000000","2021-06-03 00:00:00.000000000","SER0032","CI01","140.000000","308000.000000","308000.000000","0.000000","308000.000000","308000.000000","FY202122-03","CR|PJ176"
13,1004,2,"C00037",12,"IN","2021-06-03 00:00:00.000000000","2021-07-03 00:00:00.000000000","2021-06-03 00:00:00.000000000","SER0034","CI01","105.000000","252000.000000","252000.000000","0.000000","252000.000000","252000.000000","FY202122-03","CR|PJ176"
13,1004,3,"C00037",12,"IN","2021-06-03 00:00:00.000000000","2021-07-03 00:00:00.000000000","2021-06-03 00:00:00.000000000","SER0032","CI01","180.000000","432000.000000","432000.000000","0.000000","432000.000000","432000.000000","FY202122-03","CR|PJ176"
13,1004,4,"C00037",12,"IN","2021-06-03 00:00:00.000000000","2021-07-03 00:00:00.000000000","2021-06-03 00:00:00.000000000","SER0034","CI01","162.000000","388800.000000","388800.000000","0.000000","388800.000000","388800.000000","FY202122-03","CR|PJ176"
13,1004,5,"C00037",12,"IN","2021-06-03 00:00:00.000000000","2021-07-03 00:00:00.000000000","2021-06-03 00:00:00.000000000","SER0034","CI01","45.000000","108000.000000","108000.000000","0.000000","108000.000000","108000.000000","FY202122-03","CR|PJ176"
13,1004,6,"C00037",12,"IN","2021-06-03 00:00:00.000000000","2021-07-03 00:00:00.000000000","2021-06-03 00:00:00.000000000","SER0034","CI01","30.000000","72000.000000","72000.000000","0.000000","72000.000000","72000.000000","FY202122-03","CR|PJ176"
13,1004,7,"C00037",12,"IN","2021-06-03 00:00:00.000000000","2021-07-03 00:00:00.000000000","2021-06-03 00:00:00.000000000","SER0032","CI01","180.000000","396000.000000","396000.000000","0.000000","396000.000000","396000.000000","FY202122-03","CR|PJ176"
13,1013,0,"C00037",-1,"IN","2021-07-06 00:00:00.000000000","2021-08-05 00:00:00.000000000","2021-07-06 00:00:00.000000000","SER0034","CI01","176.000000","211200.000000","211200.000000","0.000000","211200.000000","211200.000000","FY202122-04","CR|PJ176"
13,1013,1,"C00037",-1,"IN","2021-07-06 00:00:00.000000000","2021-08-05 00:00:00.000000000","2021-07-06 00:00:00.000000000","SER0034","CI01","168.000000","201600.000000","201600.000000","0.000000","201600.000000","201600.000000","FY202122-04","CR|PJ176"
13,967,0,"C00006",12,"IN","2021-04-21 00:00:00.000000000","2021-10-30 00:00:00.000000000","2021-04-21 00:00:00.000000000","SER0002","CI01","1.000000","175000.000000","175000.000000","0.000000","175000.000000","175000.000000","FY202122-01","CR|PJ173"
13,1025,0,"C00006",13,"IN","2021-08-03 00:00:00.000000000","2021-09-02 00:00:00.000000000","2021-08-03 00:00:00.000000000","SER0033","CI01","22.000000","239999.980000","239999.980000","0.000000","239999.980000","239999.980000","FY202122-05","CR|PJ256"
13,1018,0,"C00006",13,"IN","2021-07-08 00:00:00.000000000","2021-09-01 00:00:00.000000000","2021-07-08 00:00:00.000000000","SER0002","CI01","1.000000","175000.000000","175000.000000","0.000000","175000.000000","175000.000000","FY202122-04","CR|PJ222"
13,1019,0,"C00006",13,"IN","2021-07-08 00:00:00.000000000","2021-09-01 00:00:00.000000000","2021-07-08 00:00:00.000000000","SER0034","CI01","22.000000","195499.920000","195499.920000","0.000000","195499.920000","195499.920000","FY202122-04","CR|PJ195"
13,985,0,"C00006",12,"IN","2021-05-05 00:00:00.000000000","2021-06-04 00:00:00.000000000","2021-05-05 00:00:00.000000000","SER0032","CI01","22.000000","142560.000000","142560.000000","0.000000","142560.000000","142560.000000","FY202122-02","CR|PJ117"
13,1108,0,"C00004",-1,"US","2023-08-02 00:00:00.000000000","2023-08-17 00:00:00.000000000","2023-08-02 00:00:00.000000000","SER0073","CI01","1.000000","1200000.000000","1200000.000000","0.000000","1200000.000000","1200000.000000","FY202324-1","CR|PJ077"
13,1090,0,"C00006",13,"IN","2021-12-12 00:00:00.000000000","2022-01-11 00:00:00.000000000","2021-12-12 00:00:00.000000000","SER0032","CI01","22.000000","154999.900000","154999.900000","0.000000","154999.900000","154999.900000","FY202122-09","CR|PJ198"
13,1090,1,"C00006",13,"IN","2021-12-12 00:00:00.000000000","2022-01-11 00:00:00.000000000","2021-12-12 00:00:00.000000000","SER0034","CI01","22.000000","195499.920000","195499.920000","0.000000","195499.920000","195499.920000","FY202122-09","CR|PJ198"
13,1089,0,"C00006",13,"IN","2021-12-12 00:00:00.000000000","2022-01-11 00:00:00.000000000","2021-12-12 00:00:00.000000000","SER0034","CI01","44.000000","335142.720000","335142.720000","0.000000","335142.720000","335142.720000","FY202122-09","CR|PJ275"
13,1058,0,"C00017",13,"IN","2021-10-06 00:00:00.000000000","2021-11-06 00:00:00.000000000","2021-10-06 00:00:00.000000000","SER0032","CI01","22.000000","180000.000000","180000.000000","0.000000","180000.000000","180000.000000","FY202122-07","CR|PJ152"
13,1061,0,"C00006",13,"IN","2021-10-07 00:00:00.000000000","2021-11-30 00:00:00.000000000","2021-10-07 00:00:00.000000000","SER0032","CI01","22.000000","155000.000000","155000.000000","0.000000","155000.000000","155000.000000","FY202122-07","CR|PJ198"
13,1085,0,"C00017",13,"IN","2021-12-02 00:00:00.000000000","2022-01-01 00:00:00.000000000","2021-12-02 00:00:00.000000000","SER0032","CI01","22.000000","180000.000000","180000.000000","0.000000","180000.000000","180000.000000","FY202122-09","CR|PJ152"
13,1084,0,"C00006",13,"IN","2021-12-02 00:00:00.000000000","2022-01-01 00:00:00.000000000","2021-12-02 00:00:00.000000000","SER0021","CI01","1.000000","653400.000000","653400.000000","0.000000","653400.000000","653400.000000","FY202122-09","CR|PJ259"
13,1083,0,"C00036",13,"IN","2021-11-12 00:00:00.000000000","2021-12-11 00:00:00.000000000","2021-11-12 00:00:00.000000000","SER0034","CI01","2.800000","394100.000000","394100.000000","0.000000","394100.000000","394100.000000","FY202122-08","CR|PJ196"
13,1082,0,"C00042",13,"IN","2021-12-02 00:00:00.000000000","2022-01-01 00:00:00.000000000","2021-12-02 00:00:00.000000000","SER0034","CI01","22.000000","200000.020000","200000.020000","0.000000","200000.020000","200000.020000","FY202122-09","CR|PJ268"
13,1075,0,"C00006",13,"IN","2021-11-09 00:00:00.000000000","2022-01-09 00:00:00.000000000","2021-11-09 00:00:00.000000000","SER0004","CI01","1.000000","1100000.000000","1100000.000000","0.000000","1100000.000000","1100000.000000","FY202122-08","CR|PJ273"
13,1073,0,"C00042",13,"IN","2021-11-09 00:00:00.000000000","2022-01-15 00:00:00.000000000","2021-11-09 00:00:00.000000000","SER0034","CI01","33.000000","300000.030000","300000.030000","0.000000","300000.030000","300000.030000","FY202122-08","CR|PJ268"
13,1072,0,"C00017",13,"IN","2021-11-09 00:00:00.000000000","2021-12-09 00:00:00.000000000","2021-11-09 00:00:00.000000000","SER0032","CI01","22.000000","180000.000000","180000.000000","0.000000","180000.000000","180000.000000","FY202122-08","CR|PJ152"
13,1071,0,"C00037",12,"IN","2021-11-08 00:00:00.000000000","2022-01-09 00:00:00.000000000","2021-11-08 00:00:00.000000000","SER0032","CI01","160.000000","352000.000000","352000.000000","0.000000","352000.000000","352000.000000","FY202122-08","CR|PJ176"
13,1071,1,"C00037",12,"IN","2021-11-08 00:00:00.000000000","2022-01-09 00:00:00.000000000","2021-11-08 00:00:00.000000000","SER0034","CI01","40.000000","96000.000000","96000.000000","0.000000","96000.000000","96000.000000","FY202122-08","CR|PJ176"
13,1071,2,"C00037",12,"IN","2021-11-08 00:00:00.000000000","2022-01-09 00:00:00.000000000","2021-11-08 00:00:00.000000000","SER0032","CI01","160.000000","384000.000000","384000.000000","0.000000","384000.000000","384000.000000","FY202122-08","CR|PJ176"
13,1071,3,"C00037",12,"IN","2021-11-08 00:00:00.000000000","2022-01-09 00:00:00.000000000","2021-11-08 00:00:00.000000000","SER0034","CI01","160.000000","384000.000000","384000.000000","0.000000","384000.000000","384000.000000","FY202122-08","CR|PJ176"
13,1071,4,"C00037",12,"IN","2021-11-08 00:00:00.000000000","2022-01-09 00:00:00.000000000","2021-11-08 00:00:00.000000000","SER0034","CI01","120.000000","288000.000000","288000.000000","0.000000","288000.000000","288000.000000","FY202122-08","CR|PJ176"
13,1071,6,"C00037",12,"IN","2021-11-08 00:00:00.000000000","2022-01-09 00:00:00.000000000","2021-11-08 00:00:00.000000000","SER0032","CI01","52.000000","114400.000000","114400.000000","0.000000","114400.000000","114400.000000","FY202122-08","CR|PJ176"
13,1071,7,"C00037",12,"IN","2021-11-08 00:00:00.000000000","2022-01-09 00:00:00.000000000","2021-11-08 00:00:00.000000000","SER0032","CI01","72.000000","158400.000000","158400.000000","0.000000","158400.000000","158400.000000","FY202122-08","CR|PJ176"
13,1071,8,"C00037",12,"IN","2021-11-08 00:00:00.000000000","2022-01-09 00:00:00.000000000","2021-11-08 00:00:00.000000000","SER0032","CI01","36.000000","79200.000000","79200.000000","0.000000","79200.000000","79200.000000","FY202122-08","CR|PJ176"
13,1070,0,"C00037",12,"IN","2021-11-08 00:00:00.000000000","2022-01-09 00:00:00.000000000","2021-11-08 00:00:00.000000000","SER0034","CI01","168.000000","201600.000000","201600.000000","0.000000","201600.000000","201600.000000","FY202122-08","CR|PJ176"
13,1056,0,"C00037",12,"IN","2021-10-05 00:00:00.000000000","2021-12-08 00:00:00.000000000","2021-10-05 00:00:00.000000000","SER0034","CI01","168.000000","201600.000000","201600.000000","0.000000","201600.000000","201600.000000","FY202122-07","CR|PJ176"
13,1056,1,"C00037",12,"IN","2021-10-05 00:00:00.000000000","2021-12-08 00:00:00.000000000","2021-10-05 00:00:00.000000000","SER0034","CI01","32.000000","38400.000000","38400.000000","0.000000","38400.000000","38400.000000","FY202122-07","CR|PJ176"
13,1057,8,"C00037",12,"IN","2021-10-05 00:00:00.000000000","2021-12-08 00:00:00.000000000","2021-10-05 00:00:00.000000000","SER0032","CI01","24.000000","52800.000000","52800.000000","0.000000","52800.000000","52800.000000","FY202122-07","CR|PJ176"
13,1057,9,"C00037",12,"IN","2021-10-05 00:00:00.000000000","2021-12-08 00:00:00.000000000","2021-10-05 00:00:00.000000000","SER0032","CI01","72.000000","158400.000000","158400.000000","0.000000","158400.000000","158400.000000","FY202122-07","CR|PJ176"
13,1057,7,"C00037",12,"IN","2021-10-05 00:00:00.000000000","2021-12-08 00:00:00.000000000","2021-10-05 00:00:00.000000000","SER0032","CI01","72.000000","158400.000000","158400.000000","0.000000","158400.000000","158400.000000","FY202122-07","CR|PJ176"
13,1057,5,"C00037",12,"IN","2021-10-05 00:00:00.000000000","2021-12-08 00:00:00.000000000","2021-10-05 00:00:00.000000000","SER0034","CI01","136.000000","326400.000000","326400.000000","0.000000","326400.000000","326400.000000","FY202122-07","CR|PJ176"
13,1057,4,"C00037",12,"IN","2021-10-05 00:00:00.000000000","2021-12-08 00:00:00.000000000","2021-10-05 00:00:00.000000000","SER0034","CI01","16.000000","38400.000000","38400.000000","0.000000","38400.000000","38400.000000","FY202122-07","CR|PJ176"
13,1057,3,"C00037",12,"IN","2021-10-05 00:00:00.000000000","2021-12-08 00:00:00.000000000","2021-10-05 00:00:00.000000000","SER0034","CI01","152.000000","364800.000000","364800.000000","0.000000","364800.000000","364800.000000","FY202122-07","CR|PJ176"
13,1057,2,"C00037",12,"IN","2021-10-05 00:00:00.000000000","2021-12-08 00:00:00.000000000","2021-10-05 00:00:00.000000000","SER0032","CI01","168.000000","403200.000000","403200.000000","0.000000","403200.000000","403200.000000","FY202122-07","CR|PJ176"
13,1057,1,"C00037",12,"IN","2021-10-05 00:00:00.000000000","2021-12-08 00:00:00.000000000","2021-10-05 00:00:00.000000000","SER0034","CI01","16.000000","38400.000000","38400.000000","0.000000","38400.000000","38400.000000","FY202122-07","CR|PJ176"
13,1057,0,"C00037",12,"IN","2021-10-05 00:00:00.000000000","2021-12-08 00:00:00.000000000","2021-10-05 00:00:00.000000000","SER0032","CI01","168.000000","369600.000000","369600.000000","0.000000","369600.000000","369600.000000","FY202122-07","CR|PJ176"
13,1045,0,"C00006",13,"IN","2021-09-06 00:00:00.000000000","2021-10-06 00:00:00.000000000","2021-09-06 00:00:00.000000000","SER0070","CI01","1.000000","26973.000000","26973.000000","0.000000","26973.000000","26973.000000","FY202122-06","CR|PJ173"
13,1065,0,"C00006",13,"IN","2021-09-01 00:00:00.000000000","2021-12-15 00:00:00.000000000","2021-09-01 00:00:00.000000000","SER0034","CI01","44.000000","390999.840000","390999.840000","0.000000","390999.840000","390999.840000","FY202122-06","CR|PJ198"
13,1046,0,"C00017",13,"IN","2021-09-06 00:00:00.000000000","2021-10-06 00:00:00.000000000","2021-09-06 00:00:00.000000000","SER0032","CI01","22.000000","180000.000000","180000.000000","0.000000","180000.000000","180000.000000","FY202122-06","CR|PJ152"
13,1060,0,"C00006",13,"IN","2021-10-07 00:00:00.000000000","2021-11-06 00:00:00.000000000","2021-10-07 00:00:00.000000000","SER0032","CI01","22.000000","167440.020000","167440.020000","0.000000","167440.020000","167440.020000","FY202122-07","CR|PJ117"
13,1087,0,"C00037",12,"IN","2021-12-07 00:00:00.000000000","2022-02-06 00:00:00.000000000","2021-12-07 00:00:00.000000000","SER0032","CI01","160.000000","352000.000000","352000.000000","0.000000","352000.000000","352000.000000","FY202122-09","CR|PJ176"
13,1087,1,"C00037",12,"IN","2021-12-07 00:00:00.000000000","2022-02-06 00:00:00.000000000","2021-12-07 00:00:00.000000000","SER0034","CI01","168.000000","403200.000000","403200.000000","0.000000","403200.000000","403200.000000","FY202122-09","CR|PJ176"
13,1087,2,"C00037",12,"IN","2021-12-07 00:00:00.000000000","2022-02-06 00:00:00.000000000","2021-12-07 00:00:00.000000000","SER0032","CI01","168.000000","403200.000000","403200.000000","0.000000","403200.000000","403200.000000","FY202122-09","CR|PJ176"
13,1087,3,"C00037",12,"IN","2021-12-07 00:00:00.000000000","2022-02-06 00:00:00.000000000","2021-12-07 00:00:00.000000000","SER0034","CI01","144.000000","345600.000000","345600.000000","0.000000","345600.000000","345600.000000","FY202122-09","CR|PJ176"
13,1087,7,"C00037",12,"IN","2021-12-07 00:00:00.000000000","2022-02-06 00:00:00.000000000","2021-12-07 00:00:00.000000000","SER0032","CI01","104.000000","228800.000000","228800.000000","0.000000","228800.000000","228800.000000","FY202122-09","CR|PJ176"
13,1064,0,"C00006",13,"IN","2021-09-01 00:00:00.000000000","2021-12-15 00:00:00.000000000","2021-09-01 00:00:00.000000000","SER0034","CI01","44.000000","400000.040000","400000.040000","0.000000","400000.040000","400000.040000","FY202122-06","CR|PJ198"
13,1062,0,"C00006",12,"IN","2021-10-07 00:00:00.000000000","2021-12-06 00:00:00.000000000","2021-10-07 00:00:00.000000000","SER0030","CI01","2.000000","78000.000000","78000.000000","0.000000","78000.000000","78000.000000","FY202122-07","CR|PJ236"
13,1062,1,"C00006",12,"IN","2021-10-07 00:00:00.000000000","2021-12-06 00:00:00.000000000","2021-10-07 00:00:00.000000000","SER0030","CI01","2.000000","78000.000000","78000.000000","0.000000","78000.000000","78000.000000","FY202122-07","CR|PJ236"
13,1062,2,"C00006",12,"IN","2021-10-07 00:00:00.000000000","2021-12-06 00:00:00.000000000","2021-10-07 00:00:00.000000000","SER0030","CI01","2.000000","93600.000000","93600.000000","0.000000","93600.000000","93600.000000","FY202122-07","CR|PJ236"
13,1062,3,"C00006",12,"IN","2021-10-07 00:00:00.000000000","2021-12-06 00:00:00.000000000","2021-10-07 00:00:00.000000000","SER0030","CI01","2.000000","91175.500000","91175.500000","0.000000","91175.500000","91175.500000","FY202122-07","CR|PJ236"
13,1055,0,"C00034",9,"IN","2021-09-27 00:00:00.000000000","2021-10-27 00:00:00.000000000","2021-09-27 00:00:00.000000000","SER0074","CI01","1.000000","226000.000000","226000.000000","0.000000","226000.000000","226000.000000","FY202122-06","CR|PJ168"
13,1054,0,"C00034",9,"IN","2021-09-27 00:00:00.000000000","2021-10-27 00:00:00.000000000","2021-09-27 00:00:00.000000000","SER0030","CI01","1.000000","135600.000000","135600.000000","0.000000","135600.000000","135600.000000","FY202122-06","CR|PJ168"
13,1032,0,"C00006",12,"IN","2021-08-06 00:00:00.000000000","2021-12-15 00:00:00.000000000","2021-08-06 00:00:00.000000000","SER0002","CI01","1.000000","175000.000000","175000.000000","0.000000","175000.000000","175000.000000","FY202122-05","CR|PJ216"
13,1088,0,"C00037",12,"IN","2021-12-07 00:00:00.000000000","2022-02-07 00:00:00.000000000","2021-12-07 00:00:00.000000000","SER0034","CI01","152.000000","182400.000000","182400.000000","0.000000","182400.000000","182400.000000","FY202122-09","CR|PJ176"
13,980,8,"C00037",12,"IN","2021-05-06 00:00:00.000000000","2021-05-31 00:00:00.000000000","2021-05-06 00:00:00.000000000","SER0032","CI01","18.000000","39600.000000","39600.000000","0.000000","39600.000000","39600.000000","FY202122-02","CR|PJ176"
13,980,7,"C00037",12,"IN","2021-05-06 00:00:00.000000000","2021-05-31 00:00:00.000000000","2021-05-06 00:00:00.000000000","SER0032","CI01","162.000000","356400.000000","356400.000000","0.000000","356400.000000","356400.000000","FY202122-02","CR|PJ176"
13,980,5,"C00037",12,"IN","2021-05-06 00:00:00.000000000","2021-05-31 00:00:00.000000000","2021-05-06 00:00:00.000000000","SER0034","CI01","105.000000","252000.000000","252000.000000","0.000000","252000.000000","252000.000000","FY202122-02","CR|PJ176"
13,980,4,"C00037",12,"IN","2021-05-06 00:00:00.000000000","2021-05-31 00:00:00.000000000","2021-05-06 00:00:00.000000000","SER0034","CI01","12.000000","28800.000000","28800.000000","0.000000","28800.000000","28800.000000","FY202122-02","CR|PJ176"
13,980,3,"C00037",12,"IN","2021-05-06 00:00:00.000000000","2021-05-31 00:00:00.000000000","2021-05-06 00:00:00.000000000","SER0034","CI01","162.000000","388800.000000","388800.000000","0.000000","388800.000000","388800.000000","FY202122-02","CR|PJ176"
13,980,2,"C00037",12,"IN","2021-05-06 00:00:00.000000000","2021-05-31 00:00:00.000000000","2021-05-06 00:00:00.000000000","SER0032","CI01","171.000000","410400.000000","410400.000000","0.000000","410400.000000","410400.000000","FY202122-02","CR|PJ176"
13,980,1,"C00037",12,"IN","2021-05-06 00:00:00.000000000","2021-05-31 00:00:00.000000000","2021-05-06 00:00:00.000000000","SER0034","CI01","54.000000","129600.000000","129600.000000","0.000000","129600.000000","129600.000000","FY202122-02","CR|PJ176"
13,980,9,"C00037",12,"IN","2021-05-06 00:00:00.000000000","2021-05-31 00:00:00.000000000","2021-05-06 00:00:00.000000000","SER0032","CI01","60.000000","132000.000000","132000.000000","0.000000","132000.000000","132000.000000","FY202122-02","CR|PJ176"
13,980,0,"C00037",12,"IN","2021-05-06 00:00:00.000000000","2021-05-31 00:00:00.000000000","2021-05-06 00:00:00.000000000","SER0032","CI01","111.000000","244200.000000","244200.000000","0.000000","244200.000000","244200.000000","FY202122-02","CR|PJ176"
13,978,0,"C00037",12,"IN","2021-05-06 00:00:00.000000000","2021-05-31 00:00:00.000000000","2021-05-06 00:00:00.000000000","SER0034","CI01","171.000000","376200.000000","376200.000000","0.000000","376200.000000","376200.000000","FY202122-02","CR|PJ176"
13,978,1,"C00037",12,"IN","2021-05-06 00:00:00.000000000","2021-05-31 00:00:00.000000000","2021-05-06 00:00:00.000000000","SER0034","CI01","144.000000","316800.000000","316800.000000","0.000000","316800.000000","316800.000000","FY202122-02","CR|PJ176"
13,1009,0,"C00034",9,"IN","2021-06-15 00:00:00.000000000","2021-07-15 00:00:00.000000000","2021-06-15 00:00:00.000000000","SER0074","CI01","1.000000","339000.000000","339000.000000","0.000000","339000.000000","339000.000000","FY202122-03","CR|PJ168"
13,964,1,"C00006",12,"IN","2021-04-21 00:00:00.000000000","2021-07-15 00:00:00.000000000","2021-04-21 00:00:00.000000000","SER0002","CI01","1.000000","96250.000000","96250.000000","0.000000","96250.000000","96250.000000","FY202122-01","CR|PJ173"
13,1031,0,"C00006",12,"IN","2021-08-06 00:00:00.000000000","2021-11-01 00:00:00.000000000","2021-08-06 00:00:00.000000000","SER0002","CI01","1.000000","175000.000000","175000.000000","0.000000","175000.000000","175000.000000","FY202122-05","CR|PJ215"
13,982,0,"C00006",12,"IN","2021-04-15 00:00:00.000000000","2021-05-15 00:00:00.000000000","2021-04-15 00:00:00.000000000","SER0034","CI01","44.000000","399999.600000","399999.600000","0.000000","399999.600000","399999.600000","FY202122-01","CR|PJ195"
13,977,1,"C00037",12,"IN","2021-05-06 00:00:00.000000000","2021-05-31 00:00:00.000000000","2021-05-06 00:00:00.000000000","SER0034","CI01","144.000000","172800.000000","172800.000000","0.000000","172800.000000","172800.000000","FY202122-02","CR|PJ176"
13,977,0,"C00037",12,"IN","2021-05-06 00:00:00.000000000","2021-05-31 00:00:00.000000000","2021-05-06 00:00:00.000000000","SER0034","CI01","152.000000","182400.000000","182400.000000","0.000000","182400.000000","182400.000000","FY202122-02","CR|PJ176"
13,961,0,"C00037",12,"IN","2021-04-14 00:00:00.000000000","2021-05-14 00:00:00.000000000","2021-04-14 00:00:00.000000000","SER0034","CI01","198.000000","435600.000000","435600.000000","0.000000","435600.000000","435600.000000","FY202122-01","CR|PJ176"
13,961,1,"C00037",12,"IN","2021-04-14 00:00:00.000000000","2021-05-14 00:00:00.000000000","2021-04-14 00:00:00.000000000","SER0034","CI01","189.000000","415800.000000","415800.000000","0.000000","415800.000000","415800.000000","FY202122-01","CR|PJ176"
13,959,1,"C00037",12,"IN","2021-04-14 00:00:00.000000000","2021-05-14 00:00:00.000000000","2021-04-14 00:00:00.000000000","SER0034","CI01","184.000000","220800.000000","220800.000000","0.000000","220800.000000","220800.000000","FY202122-01","CR|PJ176"
13,959,2,"C00037",12,"IN","2021-04-14 00:00:00.000000000","2021-05-14 00:00:00.000000000","2021-04-14 00:00:00.000000000","SER0034","CI01","176.000000","211200.000000","211200.000000","0.000000","211200.000000","211200.000000","FY202122-01","CR|PJ176"
13,868,0,"C00037",12,"IN","2021-02-04 00:00:00.000000000","2021-03-06 00:00:00.000000000","2021-02-04 00:00:00.000000000","SER0036","CI01","1.000000","99960.000000","99960.000000","0.000000","99960.000000","99960.000000","FY202021-11","CR|PJ176"
13,960,7,"C00037",12,"IN","2021-04-14 00:00:00.000000000","2021-05-13 00:00:00.000000000","2021-04-14 00:00:00.000000000","SER0032","CI01","27.000000","59400.000000","59400.000000","0.000000","59400.000000","59400.000000","FY202122-01","CR|PJ176"
13,960,5,"C00037",12,"IN","2021-04-14 00:00:00.000000000","2021-05-13 00:00:00.000000000","2021-04-14 00:00:00.000000000","SER0032","CI01","45.000000","99000.000000","99000.000000","0.000000","99000.000000","99000.000000","FY202122-01","CR|PJ176"
13,960,8,"C00037",12,"IN","2021-04-14 00:00:00.000000000","2021-05-13 00:00:00.000000000","2021-04-14 00:00:00.000000000","SER0034","CI01","45.000000","108000.000000","108000.000000","0.000000","108000.000000","108000.000000","FY202122-01","CR|PJ176"
13,960,6,"C00037",12,"IN","2021-04-14 00:00:00.000000000","2021-05-13 00:00:00.000000000","2021-04-14 00:00:00.000000000","SER0034","CI01","20.000000","48000.000000","48000.000000","0.000000","48000.000000","48000.000000","FY202122-01","CR|PJ176"
13,960,4,"C00037",12,"IN","2021-04-14 00:00:00.000000000","2021-05-13 00:00:00.000000000","2021-04-14 00:00:00.000000000","SER0034","CI01","20.000000","48000.000000","48000.000000","0.000000","48000.000000","48000.000000","FY202122-01","CR|PJ176"
13,960,3,"C00037",12,"IN","2021-04-14 00:00:00.000000000","2021-05-13 00:00:00.000000000","2021-04-14 00:00:00.000000000","SER0034","CI01","215.000000","516000.000000","516000.000000","0.000000","516000.000000","516000.000000","FY202122-01","CR|PJ176"
13,960,2,"C00037",12,"IN","2021-04-14 00:00:00.000000000","2021-05-13 00:00:00.000000000","2021-04-14 00:00:00.000000000","SER0032","CI01","207.000000","496800.000000","496800.000000","0.000000","496800.000000","496800.000000","FY202122-01","CR|PJ176"
13,960,1,"C00037",12,"IN","2021-04-14 00:00:00.000000000","2021-05-13 00:00:00.000000000","2021-04-14 00:00:00.000000000","SER0034","CI01","122.000000","292800.000000","292800.000000","0.000000","292800.000000","292800.000000","FY202122-01","CR|PJ176"
13,960,0,"C00037",12,"IN","2021-04-14 00:00:00.000000000","2021-05-13 00:00:00.000000000","2021-04-14 00:00:00.000000000","SER0032","CI01","189.000000","415800.000000","415800.000000","0.000000","415800.000000","415800.000000","FY202122-01","CR|PJ176"
13,934,2,"C00006",12,"IN","2021-03-17 00:00:00.000000000","2021-06-16 00:00:00.000000000","2021-03-17 00:00:00.000000000","SER0002","CI01","1.000000","96250.000000","96250.000000","0.000000","96250.000000","96250.000000","FY202021-12","CR|PJ173"
13,945,0,"C00039",12,"IN","2021-03-30 00:00:00.000000000","2021-04-29 00:00:00.000000000","2021-03-30 00:00:00.000000000","SER0034","CI01","1.000000","56000.000000","56000.000000","0.000000","56000.000000","56000.000000","FY202021-12","CR|PJ187"
13,941,0,"C00039",12,"IN","2021-03-23 00:00:00.000000000","2021-04-22 00:00:00.000000000","2021-03-23 00:00:00.000000000","SER0002","CI01","1.000000","148000.000000","148000.000000","0.000000","148000.000000","148000.000000","FY202021-12","CR|PJ187"
13,919,0,"C00039",12,"IN","2021-03-11 00:00:00.000000000","2021-04-10 00:00:00.000000000","2021-03-11 00:00:00.000000000","SER0002","CI01","1.000000","222000.000000","222000.000000","0.000000","222000.000000","222000.000000","FY202021-12","CR|PJ187"
13,931,0,"C00006",12,"IN","2021-03-15 00:00:00.000000000","2021-06-29 00:00:00.000000000","2021-03-15 00:00:00.000000000","SER0031","CI01","1.000000","170000.000000","170000.000000","0.000000","170000.000000","170000.000000","FY202021-12","CR|PJ047"
13,933,2,"C00006",12,"IN","2021-03-17 00:00:00.000000000","2021-06-16 00:00:00.000000000","2021-03-17 00:00:00.000000000","SER0002","CI01","1.000000","96250.000000","96250.000000","0.000000","96250.000000","96250.000000","FY202021-12","CR|PJ173"
13,752,0,"C00006",12,"IN","2020-09-18 00:00:00.000000000","2021-06-29 00:00:00.000000000","2020-10-18 00:00:00.000000000","SER0034","CI01","1.000000","93500.000000","93500.000000","0.000000","93500.000000","93500.000000","FY202021-06","CR|PJ132"
