"DocEntry","LineNum","GroupNum","ExpnsCode","RelateType","StcCode","StaCode","staType","TaxRate","TaxAcct","TaxSum","TaxSumFrgn","TaxSumSys","BaseSum","BaseSumFrg","BaseSumSys","ObjectType","LogInstanc","TaxStatus","VatApplied","VatAppldFC","VatAppldSC","LineSeq","DeferrAcct","BaseType","BaseAbs","BaseSeq","DeductTax","DdctTaxFrg","DdctTaxSys","BaseAppld","BaseApldFC","BaseApldSC","NonDdctPrc","NonDdctAct","TaxInPrice","Exempt","TaxExpAct","OnHoldTax","OnHoldTaxF","OnHoldTaxS","InGrossRev","TaxSumOrg","TaxSumOrgF","TaxSumOrgS","OpenTax","OpenTaxFC","OpenTaxSC","Unencumbrd","TaxOnRI","RvsChrgPrc","RvsChrgTax","RvsChrgSC","RvsChrgFC"
119,1,-1,-1,1,"0IGST","IGST@0",-120,"0.000000",,"0.000000","0.000000","0.000000","100000.000000","0.000000","100000.000000","17",0,"Y","0.000000","0.000000","0.000000",1,,-1,-1,,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
120,0,-1,-1,1,"AGST@18","MHCG@9",-100,"9.000000",,"29547.000000","0.000000","29547.000000","328300.000000","0.000000","328300.000000","18",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"29547.000000","0.000000","29547.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
120,0,-1,-1,1,"AGST@18","MHSG@9",-110,"9.000000",,"29547.000000","0.000000","29547.000000","328300.000000","0.000000","328300.000000","18",0,"Y","0.000000","0.000000","0.000000",1,,-1,-1,,"29547.000000","0.000000","29547.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
40,0,-1,-1,1,"AGST@12","MHCG@6",-100,"6.000000",,"300.000000","0.000000","300.000000","5000.000000","0.000000","5000.000000","18",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"300.000000","0.000000","300.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
40,0,-1,-1,1,"AGST@12","MHSG@6",-110,"6.000000",,"300.000000","0.000000","300.000000","5000.000000","0.000000","5000.000000","18",0,"Y","0.000000","0.000000","0.000000",1,,-1,-1,,"300.000000","0.000000","300.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
41,0,-1,-1,1,"AGST@18","MHCG@9",-100,"9.000000",,"630.000000","0.000000","630.000000","7000.000000","0.000000","7000.000000","18",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"630.000000","0.000000","630.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
41,0,-1,-1,1,"AGST@18","MHSG@9",-110,"9.000000",,"630.000000","0.000000","630.000000","7000.000000","0.000000","7000.000000","18",0,"Y","0.000000","0.000000","0.000000",1,,-1,-1,,"630.000000","0.000000","630.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
41,1,-1,-1,1,"AGST@12","MHCG@6",-100,"6.000000",,"30.000000","0.000000","30.000000","500.000000","0.000000","500.000000","18",0,"Y","0.000000","0.000000","0.000000",2,,-1,-1,,"30.000000","0.000000","30.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
41,1,-1,-1,1,"AGST@12","MHSG@6",-110,"6.000000",,"30.000000","0.000000","30.000000","500.000000","0.000000","500.000000","18",0,"Y","0.000000","0.000000","0.000000",3,,-1,-1,,"30.000000","0.000000","30.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
41,2,-1,-1,1,"AGST@5","MHCG@2.5",-100,"2.500000",,"12.500000","0.000000","12.500000","500.000000","0.000000","500.000000","18",0,"Y","0.000000","0.000000","0.000000",4,,-1,-1,,"12.500000","0.000000","12.500000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
41,2,-1,-1,1,"AGST@5","MHSG@2.5",-110,"2.500000",,"12.500000","0.000000","12.500000","500.000000","0.000000","500.000000","18",0,"Y","0.000000","0.000000","0.000000",5,,-1,-1,,"12.500000","0.000000","12.500000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
41,3,-1,-1,1,"0CSGST","MHCG@0",-100,"0.000000",,"0.000000","0.000000","0.000000","700.000000","0.000000","700.000000","18",0,"Y","0.000000","0.000000","0.000000",6,,-1,-1,,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
41,3,-1,-1,1,"0CSGST","MHSG@0",-110,"0.000000",,"0.000000","0.000000","0.000000","700.000000","0.000000","700.000000","18",0,"Y","0.000000","0.000000","0.000000",7,,-1,-1,,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
51,3,-1,-1,1,"IGST@18","IGST@18",-120,"18.000000",,"28080.000000","0.000000","28080.000000","156000.000000","0.000000","156000.000000","17",0,"Y","0.000000","0.000000","0.000000",3,,-1,-1,,"28080.000000","0.000000","28080.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
38,0,-1,-1,1,"AGST@18","MHCG@9",-100,"9.000000",,"970.470000","0.000000","970.470000","10783.000000","0.000000","10783.000000","18",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"970.470000","0.000000","970.470000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
116,0,-1,-1,1,"IGST@18","IGST@18",-120,"18.000000",,"26100.000000","0.000000","26100.000000","145000.000000","0.000000","145000.000000","17",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"26100.000000","0.000000","26100.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
117,0,-1,-1,1,"AGST@18","MHCG@9",-100,"9.000000",,"5850.000000","0.000000","5850.000000","65000.000000","0.000000","65000.000000","17",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"5850.000000","0.000000","5850.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
117,0,-1,-1,1,"AGST@18","MHSG@9",-110,"9.000000",,"5850.000000","0.000000","5850.000000","65000.000000","0.000000","65000.000000","17",0,"Y","0.000000","0.000000","0.000000",1,,-1,-1,,"5850.000000","0.000000","5850.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
89,1,-1,-1,1,"AGST@18","MHCG@9",-100,"9.000000",,"3984.120000","0.000000","3984.120000","44268.000000","0.000000","44268.000000","17",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"3984.120000","0.000000","3984.120000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
89,1,-1,-1,1,"AGST@18","MHSG@9",-110,"9.000000",,"3984.120000","0.000000","3984.120000","44268.000000","0.000000","44268.000000","17",0,"Y","0.000000","0.000000","0.000000",1,,-1,-1,,"3984.120000","0.000000","3984.120000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
89,2,-1,-1,1,"AGST@18","MHCG@9",-100,"9.000000",,"1744.200000","0.000000","1744.200000","19380.000000","0.000000","19380.000000","17",0,"Y","0.000000","0.000000","0.000000",2,,-1,-1,,"1744.200000","0.000000","1744.200000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
89,2,-1,-1,1,"AGST@18","MHSG@9",-110,"9.000000",,"1744.200000","0.000000","1744.200000","19380.000000","0.000000","19380.000000","17",0,"Y","0.000000","0.000000","0.000000",3,,-1,-1,,"1744.200000","0.000000","1744.200000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
91,0,-1,-1,1,"IGST@18","IGST@18",-120,"18.000000",,"34178.940000","0.000000","34178.940000","189883.000000","0.000000","189883.000000","17",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"34178.940000","0.000000","34178.940000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
92,0,-1,-1,1,"AGST@18","MHCG@9",-100,"9.000000",,"5297.630000","0.000000","5297.630000","58862.500000","0.000000","58862.500000","17",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"5297.630000","0.000000","5297.630000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
92,0,-1,-1,1,"AGST@18","MHSG@9",-110,"9.000000",,"5297.630000","0.000000","5297.630000","58862.500000","0.000000","58862.500000","17",0,"Y","0.000000","0.000000","0.000000",1,,-1,-1,,"5297.630000","0.000000","5297.630000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
118,1,-1,-1,1,"AGST@18","MHCG@9",-100,"9.000000",,"2250.000000","0.000000","2250.000000","25000.000000","0.000000","25000.000000","17",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"2250.000000","0.000000","2250.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
118,1,-1,-1,1,"AGST@18","MHSG@9",-110,"9.000000",,"2250.000000","0.000000","2250.000000","25000.000000","0.000000","25000.000000","17",0,"Y","0.000000","0.000000","0.000000",1,,-1,-1,,"2250.000000","0.000000","2250.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
90,0,-1,-1,1,"IGST@18","IGST@18",-120,"18.000000",,"35711.420000","0.000000","35711.420000","198396.800000","0.000000","198396.800000","17",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"35711.420000","0.000000","35711.420000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
101,0,-1,-1,1,"IGST@18","IGST@18",-120,"18.000000",,"62233.380000","0.000000","62233.380000","345741.000000","0.000000","345741.000000","17",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"62233.380000","0.000000","62233.380000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
102,0,-1,-1,1,"IGST@18","IGST@18",-120,"18.000000",,"43200.000000","0.000000","43200.000000","240000.000000","0.000000","240000.000000","17",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"43200.000000","0.000000","43200.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
52,0,-1,-1,1,"IGST@18","IGST@18",-120,"18.000000",,"27540.000000","0.000000","27540.000000","153000.000000","0.000000","153000.000000","17",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"27540.000000","0.000000","27540.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
38,0,-1,-1,1,"AGST@18","MHSG@9",-110,"9.000000",,"970.470000","0.000000","970.470000","10783.000000","0.000000","10783.000000","18",0,"Y","0.000000","0.000000","0.000000",1,,-1,-1,,"970.470000","0.000000","970.470000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
39,0,-1,-1,1,"AGST@18","MHCG@9",-100,"9.000000",,"23009.430000","0.000000","23009.430000","255660.300000","0.000000","255660.300000","18",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"23009.430000","0.000000","23009.430000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
39,0,-1,-1,1,"AGST@18","MHSG@9",-110,"9.000000",,"23009.430000","0.000000","23009.430000","255660.300000","0.000000","255660.300000","18",0,"Y","0.000000","0.000000","0.000000",1,,-1,-1,,"23009.430000","0.000000","23009.430000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
121,0,-1,-1,1,"AGST@18","MHCG@9",-100,"9.000000",,"29547.000000","0.000000","29547.000000","328300.000000","0.000000","328300.000000","18",0,"Y","0.000000","0.000000","0.000000",0,,-1,-1,,"29547.000000","0.000000","29547.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
121,0,-1,-1,1,"AGST@18","MHSG@9",-110,"9.000000",,"29547.000000","0.000000","29547.000000","328300.000000","0.000000","328300.000000","18",0,"Y","0.000000","0.000000","0.000000",1,,-1,-1,,"29547.000000","0.000000","29547.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
52,1,-1,-1,1,"IGST@18","IGST@18",-120,"18.000000",,"13770.000000","0.000000","13770.000000","76500.000000","0.000000","76500.000000","17",0,"Y","0.000000","0.000000","0.000000",1,,-1,-1,,"13770.000000","0.000000","13770.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
52,2,-1,-1,1,"IGST@18","IGST@18",-120,"18.000000",,"22500.000000","0.000000","22500.000000","125000.000000","0.000000","125000.000000","17",0,"Y","0.000000","0.000000","0.000000",2,,-1,-1,,"22500.000000","0.000000","22500.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
52,3,-1,-1,1,"IGST@18","IGST@18",-120,"18.000000",,"13500.000000","0.000000","13500.000000","75000.000000","0.000000","75000.000000","17",0,"Y","0.000000","0.000000","0.000000",3,,-1,-1,,"13500.000000","0.000000","13500.000000","0.000000","0.000000","0.000000","0.000000",,"N","N",,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000"
