"BankCode","Account","Branch","NextCheck","GLAccount","Free","Street","Block","ZipCode","City","County","Country","State","BISR","ControlKey","UsrNumber1","UsrNumber2","UsrNumber3","UsrNumber4","IBAN","DscountBOE","TolrnceDay","MinAmntBOE","MaxAmntBOE","DscntLimit","DaysInAdva","BankCollec","BankDiscou","BranchName","AliasName","CompanyCod","AcctType","Building","BIK","AcctName","CorresAcct","Phone","Fax","GLIntriAct","ChkPaper","MaxChkLine","TmpltName","AbsEntry","BankKey","LockChk","OurNum","AgreeNum","AccountChk","ISRType","ISRBillerI","CustIdNum","InSeri","OutSeri","JDTSeri","FilePlug","ImpStmt","PreNumber","AddrType","StreetNo","LogInstanc","UpdateDate","UsrLogSign","UserSign2","SwiftNum","FineAcct","IntrstAcct","DscntAcct","SvcFeeAcct","BranchChk","RetFile","IOFTaxAcct","OthExpAcct","OthIncAcct","CollCode","FileSeqNNo","RefCoLevel","RefFixLen1","RefFixLen2","Currency"
"HDFC0000102","1028630000016","Nagpur",,"_SYS00000000033",,"204, MASHURAWALA BAUG",,"440010","Nagpur",,"IN","MH","N",,,,,,,,,"0.000000","0.000000","0.000000",,,,,,,,"SHANKAR NAGAR ROAD,",,"HDFC Bank LTd-INR",,,,,"D",,"CHO10002",1,3,"N",,,,2,,"0",-1,-1,-1,,"N","Y",,,0,,1,,,,,,,,,,,,,,"H",,,
